NOME|RTTTL
Ugly.|Ugly.:d=4,o=6,b=180:f_5,2f_5,c_,2c_,f_,f_,8a,16a,16a,8a,8g_,8g_,16g_,16g_,8g_,8a,8a,8f_5,8f_5,8f_5,f_5,f_5,8a,16a,16a,8a,8g_,8g_,16g_,16g_,8g_,8a,8a,8f_5,8f_5,8f_5,f_5,f_5,8a,16a,16a,8a,8g_,8g_,16g_,16g_,8g_,8a,8a,8f_5
Ugly1|Ugly1:d=16,o=6,b=255:4e,e,e,e,4e,4g#,4d#,d#,d#,d#,4d#,4e,4e,4e,4c#,4p,4e,e,e,e,4e,4g#,4d#,d#,d#,d#,4d#,4e,4e,4e,4c#,4p,4e,e,e,e,4e,4g#,4d#,d#,d#,d#,4d#,4e,4e,4e,4c#,4p,4e,e,e,e,4e,4g#,4d#,d#,d#,d#,4d#,4e,4e,4e,4c#
Ugly2|Ugly2:d=8,o=6,b=180:a,16a,16a,a,c#7,c#7,g#,16g#,16g#,g#,a,4a,4f#,2p,a,16a,16a,a,c#7,g#,16g#,16g#,g#,a,a,c#
Ugly|Ugly:d=16,o=5,b=180:4f#,2f#,4c#6,2c#6,4f#6,4f#6,8a6,a6,a6,8a6,8g#6,8g#6,g#6,g#6,8g#6,8a6,8a6,8f#,8f#,8f#,4f#,4f#,8a6,a6,a6,8a6,8g#6,8g#6,g#6,g#6,8g#6,8a6,8a6,8f#,8f#,8f#,4f#,4f#,8a6,a6,a6,8a6,8g#6,8g#6,g#6,g#6,8g#6,8a6,8a6,8f#
Ugly|Ugly:d=4,o=5,b=125:8c6,8c6,8b,8g,8p,8a,8p,b.,2p,8d,8d,8c6,8c6,8b,g,a,8a,8a,8a,8b,a.,8d,8d,8c6,8c6,8b,8g,8p,8a,8p,8b,2p,8p,8d,8d,8d,8c6,8c6,8b,8g,8p,8a,8p,8b,p,8p,8g,8p,8a,8p,8g
Ugly|Ugly:d=4,o=5,b=180:8a6,16a6,16a6,8a6,8c#7,8g#6,16g#6,16g#6,8g#6,8a6,a6,f#6,2p,8a6,16a6,16a6,8a6,8c#7,8g#6,16g#6,16g#6,8g#6,8a6,8a6,8p,8c#6,8f#.,16p,8c#6,8f#.
Ugly|Ugly:d=4,o=6,b=180:8a,16a,16a,8a,8c_7,8c_7,8g_,16g_,16g_,8g_,8a,a,f_,2p,8a,16a,16a,8a,8c_,8g_,16g_,16g_,8g_,8a,8a,8p,8c_
Ugly|Ugly:d=4,o=6,b=180:f5,f5,f5,8f5,8f5,g7,g7,g7,8g7,8g7,8g5,8a5,8g5,8f5,g5,8f5,8f7,d5,d7,d7,8d7,8d7,8g5,8a5,8g5,8f5,f5,8f5,8f7,f5,8d5,8f5,g7,8g7,g7,g7,8g7,8g5,8a5,8g5,8f5,g5,f5,d5,8d7,d7,d7,8d7,8g5,8a5,8g5,8f5,8g5,8f5,8f5,8f5,f5,8g7,g7,g7,8g7,8g5,8a5,8g5,8f5,g5,f5,d5,8d7,8d7,d_7
Ugly|Ugly:d=4,o=6,b=180:f_5,2f_5,c_,2c_,f_,f_,f_,8a,16a,16a,8a,8g_,8g_,16g_,16g_,8g,8a,8a,8f_5,8f_5,8f_5,f_5,f_5,8a,16a,16a,8a,8g_,8g_,16g_,16g_,8g_,8a,8a,8f_5,8f_5,8f_5
Ugly|Ugly:d=4,o=6,b=285:e,16e,16e,16e,8e,8p,g#,d#,16d#,16d#,16d#,8d#,8p,e,e,8e,8p,c#,1p,p,e,16e,16e,16e,8e,8p,g#,d#,16d#,16d#,16d#,8d#,8p,e,e,8e,8p,c#,1p,p,e,16e,16e,16e,8e,8p,g#,d#,16d#,16d#,16d#,8d#,8p,e,e,8e,8p,c#,1p,p,e,16e,16e,16e,8e,8p,g#,d#,16d#,16d#,16d#,8d#,8p,e,e,8e,8p,c#
UglyMix|UglyMix:d=4,o=6,b=180:16a5,16a5,16a5,16a5,16a5,16p,16c_,16p,16g_5,16g_5,16g_5,16g_5,16g_5,16p,16c_,16p,8a5,8p,f_5,8f_5,8g5,8d5,8p,8f_5,8p,8f_5,8f_5,8f_5,8g5,8d5,8p,16a5,16a5,16a5,16a5,16a5,16p,16c_,16p,16g_5,16g_5,16g_5,16g_5,16g_5,16p,16c_7,16p,8a5,8p,8f_.5
UglyRemi|UglyRemi:d=4,o=6,b=225:16a5,16a5,16a5,16a5,16a5,16p,16c_,16p,16g_5,16g_5,16g_5,16g_5,16g_5,16p,16c_,16p,8a5,8p,f_5,8f_5,8g5,g5,g5,p,d5,f5,d5,f5,p,g5,g5,p,d5,f5,d5,f5,p
UGonnaGe|UGonnaGe:d=4,o=6,b=160:8c_7,8c7,8c_7,8d7,8c_7,p,8c_7,8c7,8c_7,8d7,8c_7,p,8c_7,8c7,8c_7,d7,8c_7,b.,8b,8a,8b,8g_,p,8b,8a_,8b,8c_7,8b,p,8b,8a_,8b,8c_7,8b,p,8b,8a_,8b,c_7,8b,a.,8a,8g_,8a,8f_
UGotItBa|UGotItBa:d=4,o=5,b=140:8c#6,8c#6,8c#6,8c#6,8c#6,8c#6,2c#6,8a#,8c6,c#6,2c6,8a#,8a#,a#,8f#,8f#,8f#,8f#,g#,2g#,8c#6,8c#6,8c#6,8c#6,8c#6,8c#6,2c#6,8a#,8c6,c#6,8c#6,g#6,8c#6,8c#6,8c#6,c#6,c#6,c6,c#6,8c#6,8c#6,8c6,c#6
UhHuh|UhHuh:d=4,o=6,b=125:2c,1b5,8c,8b5,8a5,8g5,2c,1b5,8c,8b5,8a5,8g5,2b5,1a5,8b5,8a5,8g5,8f_5,2a5,8g5,f_5,2e5,2c,1b5,8c,8b5,8a5,8g5,2c,1b5,8c,8b5,8a5,8g5,2b5,1a5,8b5,8a5,8g5,8f_5,2a5,8g5,f_5,2e5
UhLaLaLa|UhLaLaLa:d=4,o=5,b=40:32p,8a#,32g#,16a#,b,16g#,16g#,32a#,16g#,f#,16a#,32g#,16a#,16b,f#,16g#,16g#,32f#,8f#
UhnTissU|UhnTissU:d=4,o=6,b=140:a5,d5,8c5,8d5,8p,8g5,8a5,8g5,8p,8a5,8p,8a5,c,f5,1p,2p,8d5,8d5,a5,8p,d.5,8p,8c5,8c5,8c5,8p,8c5,c5,c5,d5,p,1p,2p,a5,d5,8c5,8d5,8p,8g5,8a5,8g5,8p,8a5,8p,8a5,c,f5,1p,2p,8d5,8d5,a5,8p,d.5,8p,8c5,8c5,8c5,8p,8c5,c5,c5,d5
UitDeSch|UitDeSch:d=4,o=6,b=112:g.5,g_.5,a_5,1g_5,c.,a_.5,g_5,1d_5,g.5,g_.5,a_5,2g_.5,8p,8f5,8f5,8f5,8p,8g5,8p,8g5,8p,2g_.5,8f5,f5,c.,a_.5,g_5,2f5,8p,8f5,f5,c.,a_.5,g_5,1d_5
UMakeMeW|UMakeMeW:d=4,o=6,b=140:16d.5,32p,16f_.5,32p,16a.5,32p,8a5,16f_.5,32p,16a.5,32p,8a5,16a.5,32p,16f_.5,32p,16a.5,32p,8a5,16a.5,32p,16f_.5,32p,32a5,32a_5,8b.5,32b,16p,16d.5,32p,16e.5,32p,16e.5,32p,8e5,16e.5,32p,16e.5,32p,16e.5,32p,8f_5,16f_.5,32p,8e5,8d5,8d5,32p,d5,16b.5
Umbabara|Umbabara:d=32,o=4,b=63:c,c,c,c,16d.,8c.,16d#.,16d.,16c.,c,c,c,c,16d.,8c.,16d#.,16d.,16c.,c,c,c,c,16d.,8c.,16d#.,16d.,16c.,c,c,c,c,16d.,8c.,16d#.,16d.,16c.
Umhhh|Umhhh:d=4,o=6,b=70:8g_.,8d_.,16d_.7,16c_.7,16b.,16c_.7,8a.,8e.,16e.7,16d_.7,16c_.7,16d_.7,8g_.,8d_.,16d_.7,16c_.7,16b.,16c_.7,8a.,8e.,16e.7,16d_.7,16c_.7,16d_.7
UnAngeFr|UnAngeFr:d=4,o=6,b=70:8d_,8f_,8g_,8a_,8g_,8f_,8d_,8p,8d_,8f_,8g_,8a_,8g_,8f_,8g_,8p,8d_,8f_,8g_,8a_,8g_,8f_,8f,8p,8c_,8d_,8f,8f_,8f,8f_,8d_,8p,8d_,8f_,8g_,8a_,8g_,8f_,8d_,8p,8d_,8f_,8g_,8a_,8g_,8f_,8g_,8p,8d_,8f_,8g_,8a_,8g_,8f_,8f,8p,8c_,8d_,8f,8f_,8f,8f_,8d_
UnaPalom|UnaPalom:d=4,o=6,b=125:g5,8g5,8g5,8g5,8g5,8p,8a5,8p,1a.5,8p,p,c,8c,8c,8c,8b5,8a5,16a5,1g5,16p,g5,8g5,8g5,8g5,8g5,8p,8a5,8p,1a.5,8p,p,c,8c,8c,8c,8b5,8a5,16a5,g.5,16p,8g5,8g5,8f5,8e5,d.5,8p,8d5,8f5,8e5,8d5,16d5,1c5
Unbeliev|Unbeliev:d=4,o=5,b=100:8c#6,8d#6,16c#6,8d#6,16c#6,8e#6,8e#6,8f#6,8f#6,8p,8d#6,16c#6,16d#6,8c#6,8c#6,8c#6,8c#6,16p,16p,8d#6,16c#6,8d#6,16c#6,8e#6,8f#6,8f#6,8p,8d#6,16c#6,8d#6,16c#6,8c#6,8c#6
UnBesoMa|UnBesoMa:d=16,o=5,b=140:8g,8c6,8p,8c6,8p,8b,8b,8p,8b,8a,8p,8a,8p,8g,8p,8p,8c,8c,8e,8g,8a,8g,8g,8p,8d,8f,8p,8f,8p,8e
Unbreaka|Unbreaka:d=16,o=5,b=160:4g6,4g6,4g6,4g6,4a.6,8g6,2g.6,8c,8p,8c,8p,4p,8c,8p,4g6,4e6,4g6,4a.6,8e6,8d6,2c6,8p,8a,8p,8a,8p,4p,8a,8c6,4c6,4d6,4e6,4c6,4d6,4c6,2c6,8f,8p,8f,8p,4p,8f,8p,2c6,4e6,2d6,8g,8p,8g,8p,4p,8g,8p,8g,8p,4p
Unbreaka|Unbreaka:d=4,o=5,b=180:8f,8d#,8c,8d#,g,g.,8f,2p,d#,d#,8c,g,8g,2p,g,a#,8c6,2c6,8p,2g,8f,8g,f,8d#,8f,d#,8d#,8c,d#.,2c,8p,g,a#,8c6,2c6,8p,d#7,c7,a#6,c7,g6,8f6,8f6,8p,d#.6,c6,f6,d#6,f6,c6,f6,8d#6,8c6,8d#6,8f6,c6,d#6,d#6,f6,g6,d#6,c6,f6,1d#6
UnbreakM|UnbreakM:d=4,o=5,b=100:8g#6,8g#6,8a#6,8a#6,8a#6,8a#6,8c#7,8c#7,16p,8a#6,8a#6,8a#6,8c#6,8c#7,8c#6,16p,8g#6,8a#6,8a#6,8a#6,8c#7,8c#7,8c#7,8c#6,8a#6,8c#7,8c#7,8c#7,16p,8c#7,8c#7,8c#7,8c#6,8c#6,8c#6
Uncertai|Uncertai:d=8,o=5,b=125:32p,b4,c#,d#,4e,4d#,4c#,4c#,4c#,b4,1p,b,4b,g#,4g#,f#,4p,c#,d#,4f#,d#,d#,4c#,4d#,c#,c#,b4,1p,b4,d#,b4,b4,b4,g#4,f#4,4p,d#,d#,4e,f#,f#,4f#,4g#,4g#,4a,4e
Unchaine|Unchaine:d=4,o=5,b=100:2f,g,f,p,g,8a,32p,f,8f,16p,32p,8c,32p,8e,16p,8g,32p,8a,32p,f,p,g,f,p,f,2c6
Unchaine|Unchaine:d=4,o=5,b=225:c.,2d,8p,e,g,1f#,8p,d,f#,2e.,p,8c,8p,e,1d,8p,p,c.,2d.,e,g,2a.,p,8a,g,b,8p,2d.6,8p,8b,8a,1g,p,8p,c.,8p,2d.,8e,8p,8g,2f#.,p,f#,f#,8p,2e.,8p,e,8p,f#,1d,8p,p,c.,2d.,e,g,2a.,8p,b.,8a,b,8a,2g,8p,f#,1g,p
Unchaine|Unchaine:d=4,o=5,b=285:c.,2d,8p,e,g,1f#,8p,d,f#,2e.,p,8c,8p,e,1d,8p,p,c.,2d.,e,g,2a.,p,8a,g,b,8p,2d.6,8p,8b,8a,1g,p,8p,c.,8p,2d.,8e,8p,8g,2f#.,p,f#,f#,8p,2e.,8p,e,8p,f#,1d,8p,p,c.,2d.,e,g,2a.,8p,b.,8a,b,8a,2g,8p,f#,1g,p
Unchaine|Unchaine:d=4,o=6,b=100:d_5,f5,8g5,8a_5,2a5,8f5,8a5,2g5,8d_5,8g5,2f5,d_5,f5,8g5,8a_5,2c,8c,8a_5,2d,p,d_5,f5,8g5,8a_5,2a5,8a_5,16a5,2g5,8g5,8f5,2f5,d_5,f5,8g5,8a_5,2c,d,8a_5,2a_5
Unchaine|Unchaine:d=4,o=6,b=90:2a.,b,2a.,b,c#7,2a,a,e,g#,b,c#7,2a.,b,2a,c#,d,1e,2p,2a.,b,2a.,b,c#7,2a,a,e,g#,b,c#7,2a.,b,2a.,a,1e7
Unchaine|Unchaine:d=4,o=6,b=90:2a.5,b5,2a.5,b5,c_,2a5,a5,e5,g_5,b5,c_,2a.5,b5,2a5,c_5,d5,1e5,2p,2a.5,b5,2a.5,b5,c_,2a5,a5,e5,g_5,b5,c_,2a.5,b5,2a.5,a5,1e
UncleFuc|UncleFuc:d=16,o=5,b=160:32p,e6,p,e6,p,e6,p,e6,p,4e6,d6,p,c6,p,a,p,2c6,8p,c6,p,d6,p,e6,p,e6,p,e6,p,e6,p,e6,p,e6,p,d6,p,c6,p,a,p,2c6,8p,c6,p,c6,p,d6,p,d6,p,d6,p,a,p,c6,p,d6,p,8e6,p,e6,f6,f6,e6,p,d6,p,c6,p,a,p,c6,p,8d6,8p
UncleFuc|UncleFuc:d=4,o=5,b=160:8e6,8e6,8e6,8e6,e6,8d6,8c6,8a,2c6,8p,8c6,8d6,8e6,8e6,8e6,8e6,8e6,8e6,8d6,8c6,8a,2c6,8p,8c6,8c6,8d6,8d6,8d6,8b,8c6,8d6,8e6,16p,16e6,16f6,16f6,8e6,8d6,8c6,8b,8c6,8d6
UncleFuc|UncleFuc:d=4,o=6,b=127:8e,8e,8e,8e,e,8d,8c,8a5,2c,8p,8c,8d,8e,8e,8e,8e,8e,8e,8d,8c,8a5,2c,8p,8c,8c,8d,8d,8d,8b5,8c,8d,8e,16p,16e,16f,16f,8e,8d,8c,8b5,8c,8d
UncleFuc|UncleFuc:d=4,o=6,b=160:8e,8e,8e,8e,e,8d,8c,8a5,2c,8p,8c,8d,8e,8e,8e,8e,8e,8e,8d,8c,8a5,2c,8p,8c,8c,8d,8d,8d,8b5,8c,8d,8e,16p,16e,16f,16f,8e,8d,8c,8b5,8c,8d
UncleJoh|UncleJoh:d=32,o=5,b=50:d,p,d,e,p,f#,p,16g.,p,16a,b,a,p,16f#.,e,p,d,p,e,p,d,p,16p,f#,p,16d.,e,p,f#,p,16g.,p,a,b,p,a,p,16f#.,e,p,d,p,e,p,d,p,e,p,d,d,p,d,p,d,e,p,f#,p,16g.,p,16a,b,a,p,16f#.,e,p,16p,p,d,p,e,p,d,f#,p,16d.,e,p,f#,p,16g.,p,a,b,p,a,p,16f#.,e,p,d,p,e,p,d,p,e,p
UncleJoh|UncleJoh:d=4,o=5,b=100:a,8g,8f,8g,8e,8c,8a4,8c,d,e.,p,16p,a,8g,8f,8g,8e,8c,8a4,8e,c,c.,2p,16e,16e,8e,8e,8e,8e,8f,16f,16g,16p,16d,8d,8d,8d,8d,8d,16c,16c,16d,16e,p,8p,8a4,8c,16d,8e.,8g,f,e,c,8d,8e,8p,8e,8e,8e,8e,8e,8f,16f,16g,8p,8d,8d,8d,8d,8d,8c,16d,e.,8p,8a4,8c,16d,8e.,8g,f,e,c,8d,8e
UncleJoh|UncleJoh:d=4,o=6,b=100:a5,8g5,8f5,8g5,8e5,8c5,8a5,8c5,d5,e.5,p,16p,a5,8g5,8f5,8g5,8e5,8c5,8a5,8e5,c5,c.5,2p,16e5,16e5,8e5,8e5,8e5,8e5,8f5,16f5,16g5,16p,16d5,8d5,8d5,8d5,8d5,8d5,16c5,16c5,16d5,16e5,p,8p,8a5,8c5,16d5,8e.5,8g5,f5,e5,c5,8d5,8e5,8p,8e5,8e5,8e5,8e5,8e5,8f5,16f5,16g5,8p,8d5,8d5,8d5,8d5,8d5,8c5,16d5,e.5,8p,8a5,8c5,16d5,8e.5,8g5,f5,e5,c5,8d5,8e5
UncleNeu|UncleNeu:d=4,o=6,b=180:8e,8e,8e,8e,e,8d,8c,8a5,2c,8p,8c,8d,8e,8e,8e,8e,8e,8e,8d,8c,8a5,2c,8p,8c,8c,8d,8d,8d,8b5,8c,8d,8e,16p,16e,16f,16f,8e,8d,8c,8b5,8c,8d
UndaNosT|UndaNosT:d=4,o=6,b=140:8g_,8b,8g_,8b,8g_,2b,2c_7,e7,e7,c_7,8c7,1b5,8b,8g_,8b,8g_,2b,c_7,e,e,e,g_,8f_,g_,f_,f_,8g_,g_,b,1b,e,8e,e,g_,1f_,f_,8g_,g_,b,1b,e,8e,e,g_,1f_
Under The Sea|Under The Sea:d=32,o=7,b=100:16c5,16f5,16a5,16c6,16p,16c6,16p,16c6,8a#5,8d6,8c6,8a5,16f4,16a4,16c5,16f5,16p,16f5,16p,16f5,8e5,8g5,8f5,8c5,16c5,16f5,16a5,16c6,16p,16c6,16p,16c6,8a#5,8d6,8c6,8a5,16f4,16a4,16c5,16f5,16p,16f5,16p,16f5,8e5,8g5,8f.5
Under The sea|Under The sea:d=4,o=5,b=200:8d,8f,8a#,d6,d6,8a#,c6,d#6,d6,a#,8a#4,8d,8f,a#,a#,8c,a,c6,a#,p,8d,8f,8a#,d6,d6,8a#,c6,d#6,d6,a#,8a#4,8d,8f,a#,a#,8c,a,c6,16a#,16d,16a#,16d,16a#,16d,16a#
UnderCon|UnderCon:d=4,o=6,b=63:16c_.,16c_7,32g_,16c_7,32c_,16c_7,32g_,16a.5,16a.,16g_.5,16g_.,16c_.5,16c_7,32g_,16c_7,32c_,16c_7,32g_,16a.5,16a.,16b.5,16b.,16c_.5,16c_7,32g_,16c_7,32c_,16c_7,32g_,16a.5,16a.,16g_.5,16g_.,16c_.5,16c_7,32g_,16c_7,32c_,16c_7,32g_,16b.,16a.5,16g_5
UnderDog|UnderDog:d=8,o=6,b=80:2e,2a5,f#,e,c#,d,16c#,16b5,a5,c#,2e,4a5,16p,16a5,a5,a5,b5,c#,d,4c#,2b5,p,c#,2e,2a5,p,f#,e,c#,d,16c#,16b5,a5,c#,2e,4a5,16p,16a5,a5,a5,b5,c#,d,4c#,2b5
Underdog|Underdog:d=8,o=6,b=80:2e,2a5,f#,e,c#,d,16c#,16b5,a5,c#,2e,4a5,16p,16a5,a5,a5,b5,c#,d,4c#,2b5,p,c#,2e,2a5,p,f#,e,c#,d,16c#,16b5,a5,c#,2e,4a5,16p,16a5,a5,a5,b5,c#,d,4c#,2b5
Underdos|Underdos:d=4,o=6,b=140:8e,d5,d5,8d5,8e,d5,d5,8d5,8e,8d5,8e,8d5,8d,d5,d5,8d5,8d,d5,d5,8d5,8d,8d5,8d,8d5,8c_,d5,d5,8d5,8c_,d5,d5,8d5,8c_,8d5,8c_,8d5,a5,8d5,g5,8g5,8f_5,8f_5,f5,8f5,d_,8d_,8d,8e,d5
Undergro|Undergro:d=16,o=6,b=100:c,c5,a5,a,a#5,a#,2p,8p,c,c5,a5,a,a#5,a#,2p,8p,f5,f,d5,d,d#5,d#,2p,8p,f5,f,d5,d,d#5,d#,2p,32d#,d,32c#,c,p,d#,p,d,p,g#5,p,g5,p,c#,p,32c,f#,32f,32e,a#,32a,g#,32p,d#,b5,32p,a#5,32p,a5,g#5
Undernea|Undernea:d=16,o=5,b=125:4a,8e.,p,4c#,4g#,8d#.,p,4d#,4c,4c#.,4p,4p,8p,8c#,g#,p,4d#.,2p,8p,8a,8p,8e.,p,4c#,8g#.,p,4d#,4c,8d#.,p,4c#
Undernea|Undernea:d=16,o=5,b=80:8c.,p,c#,p,2d#.,4p,8p,8d#.,p,8d#,8p,4d#,4c,2a#,8g#,8p,2c,8c,8p,4c,8a#.,p,8d#,8a#,4c.,8p,8d#,8p,4d#,4p,4c#,4p,a#,8p,p,4a#,4c#,8c,8a#,4g#,4p,8g#,8p,4g#,2g,4c6,8f,8d#,2c#,4p,4d#,4f,4g,4g#,4f,2a#,4p,8c6,4a#,2g#
Undernea|Undernea:d=4,o=6,b=160:32a,8p,32a5,8p,32b5,8c_.,32p,8a.5,16p,b5,16p,32a5,32a_5,8b5,16p,16a.5,32g5,f_.5,p,f_5,16a.5,32p,8f_5,e5,16p,32e5,8f_5,a5,32a,8p,32a5,8p,32b5,8c_.,32p,8a5,8p,b5,16p,32a5,32a_5,8b5,16p,8a5,b.5,b.5,p,32f_5,32f5,8e5
Undernea|Undernea:d=4,o=6,b=225:8c5,8p,p,8c5,8p,p,2e,2d,2d,8f5,8p,p,1c,2b5,8g5,8p,a5,1g5,2a5,a5,2a5,g5,2g5,8c5,p,8p,8c5,8p,p,2e,2d,2d,8f5,8p,p,1c,2b5,8g5,8p,a5,1g5,2a5,a5,2a5,g5,2g5
Undernea|Undernea:d=4,o=6,b=80:16c.5,32p,32c_5,32p,d_.5,8p,16p,16d_.5,32p,16d_5,16p,8d_5,8c5,a_5,16g_5,16p,c5,16c5,16p,8c5,16a_.5,32p,16d_5,16a_5,8c.5,16p,16d_5,16p,8d_5,8p,8c_5,8p,32a_5,16p,32p,8a_5,8c_5,16c5,16a_5,8g_5,8p,16g_5,16p,8g_5,g5,8c,16f5,16d_5,c_5,8p,8d_5,8f5,8g5,8g_5,8f5,a_5,8p,16c,8a_5,g_5
Undernea|Undernea:d=4,o=6,b=80:8c7,8g_,a_,8a_,16p,8f,16g_,f,8d_,8f,g_,16p,8c7,8g_,a_,8a_,8g_,a_,16p,8f,8d_,8f,8d_,8c,a_5,16p,8g_5,16a_5,16g_5,8a_5,8a_5,8c_,8a_5,g_5,16p,8g_,8a_,8a_,8a_,8g_,c7,8a_,8c7,16c7,8a_,g_
Undernea|Undernea:d=4,o=6,b=80:8c7,8g_,a_,8a_,f,16p,8f,16g_,f,16p,8f,16g_,f,8d_,8f,g_,16p,8c7,8g_,a_,8a_,8g_,a_,16p,8f,8d_,8f,8d_,8c,a_5,16p,8g_5,16a_5,16g_5,8a_5,8a_5,8c_,8a_5,g_5,16p,8g_,8a_,8a_,8a_,8g_,c7,8a_,8c7,16c7,8a_,g_
UnderNee|UnderNee:d=4,o=6,b=100:8c7,8g_,a_,8a_,f,16p,8f,16g_,f,16p,8f,8d_,8f,g_,16p,8c7,8g_,a_,8a_,8g_,a_,16p,8f,8d_,8f,8d_,8c,a_5,16p,8g_5,16a_5,16g_5,8a_5,8a_5,8c_,8a_5,g_5,16p,8g_,8a_,8a_,8a_,8g_,c7,8a_,8c7,16c7,8a_,g_
Underpan|Underpan:d=16,o=5,b=225:8e,p,8g#,p,8b,p,8e,p,8g#,p,8b,p,8e,p,8b,p,8f#,p,8b,p,8c#6,p,8f#,p,8a#,p,8c#6,p,8f#,p,8c#6,p,8g,p,8b,p,8d6,p,8g,p,8b,p,8d6,p,8g,p,8d6,p,8a,p,8c#6,p,8e6,p,8a,p,8d6,p,8a,p,8c#6,p,8a,p
Underpan|Underpan:d=4,o=5,b=160:16e6,16p,16g#,16p,16b,16p,16e,16p,16g#,16p,16b,16p,16e,16p,16b,16p,16f#,16p,16b,16p,16c#,16p,16f#,16p,16a#,16p,16c#,16p,16f#,16p,16c#,16p,16g,16p,16b,16p,16d,16p,16g,16p,16b,16p,16d,16p,16g,16p,16d,16p,16a,16p
Underpan|Underpan:d=4,o=5,b=160:16e6,16p,16g#6,16p,16b6,16p,16e6,16p,16g#6,16p,16b6,16p,16e6,16p,16b6,16p,16f#6,16p,16b6,16p,16c#7,16p,16f#6,16p,16a#6,16p,16c#7,16p,16f#6,16p,16c#7,16p,16g6,16p,16b6,16p,16d7,16p,16g6,16p,16b6,16p,16d7,16p,16g6,16p,16d7,16p,16a6,16p
Underpan|Underpan:d=4,o=6,b=160:16e,16p,16g_5,16p,16b5,16p,16e5,16p,16g_5,16p,16b5,16p,16e5,16p,16b5,16p,16f_5,16p,16b5,16p,16c_5,16p,16f_5,16p,16a_5,16p,16f_5,16p,16c_5,16p,16g5,16p,16b5,16p,16d5,16p,16g5,16p,16b5,16p,16d5,16p,16g5,16p,16d5,16p,16a5,16p
Underpan|Underpan:d=4,o=6,b=180:8e5,16p,8g_5,16p,8b5,16p,8e5,16p,8g_5,16p,8b5,16p,8e5,16p,8b5,16p,8f_5,16p,8b5,16p,8c_,16p,8f_5,16p,8a_5,16p,8c_,16p,8f_5,16p,8c_,16p,8g5,16p,8b5,16p,8d,16p,8g5,16p,8b5,16p,8d,16p,8g5,16p,8d,16p,8a5,16p,8c_,16p,8e,16p,8a5,16p,8d,16p,8a5,16p,8c_,16p,8a5,16p
Underpan|Underpan:d=4,o=6,b=225:8e5,16p,8g_5,16p,8b5,16p,8e5,16p,8g_5,16p,8b5,16p,8e5,16p,8b5,16p,8f_5,16p,8b5,16p,8c_,16p,8f_5,16p,8a_5,16p,8c_,16p,8f_5,16p,8c_,16p,8g5,16p,8b5,16p,8d,16p,8g5,16p,8b5,16p,8d,16p,8g5,16p,8d,16p,8a5,16p,8c_,16p,8e,16p,8a5,16p,8d,16p,8a5,16p,8c_,16p,8a5,16p
UnderPre|UnderPre:d=8,o=5,b=112:f,f,f,16f,16f,f,16c,4p,f,f,f,16f,16f,f,16c,4p,f,f,f,16f,16f,f,16c,4p,a#,a,2p,a,a,4a,g,g,4p,g,g,g,f,f,f,p,f,f,d,c
UnderPre|UnderPre:d=8,o=5,b=112:f,f,f,16f,16f,f,16c,4p,f,f,f,16f,16f,f,16c,4p,f,f,f,16f,16f,f,16c,4p,a,a,2p,a,a,a,g,g,g,4p,g,g,g,f,f,f,p,f,f,d,c
UnderThe|UnderThe:b=50,o=5,d=32:p,g#,g#,g#,g#,16b,16g#,4f#,16p,16f#,16d#,16f#,16g#,8g#.,16p,g#,g#,g#,g#,16b,16g#,4f#,16p,16f#,16d#,16f#,16g#,4g#
UnderThe|UnderThe:d=4,o=4,b=200:32p,8e6,8p,8d6,8c6,8p,1a5,8p,8d6,8p,8d6,8c6,8p,1e6,8p,8e6,8p,8d6,8c6,8p,8c6,f5,8e6,8p,8d6,8c6,8p,8b5,g5,8e6,8p,8d6,8c6,8p,2e6,p,8p,8e6,8p,8d6,8c6,8p,8a5,8c6,8p,8c6,8p,8a5,2d6,8p,8d6,8p,8c6,8d6,8p,8e6,8e6,8p,8d6,8p,8d6,c6
UnderThe|UnderThe:d=4,o=5,b=160:4a4,4e4,4a4,4b4,4c,4b4,4a4,4e4,4f4,2p,4a4,4e4,2p,4a4,4a4,4e4,4a4,4b4,4c,4b4,4a4,4e,4f,2p,4f,4e5
UnderThe|UnderThe:d=4,o=5,b=180:d#.,g.,a#.,8g.,d#.6,a#.,8g.,8f.,8d#.,d.,g.,d.,g.,8d.,b.,g.,8g.,8f.,8d#.,8c.,8d.,8d#.,g.,8d#.,a#.,8d#.,16d#.6,16f.6,16d#.6,a#.,8d#.,8f.,2f.,g.,d.,g.,8d.,b.,g.,8g.,8f.,8d#.,c
UnderThe|UnderThe:d=4,o=5,b=80:32p,8g#,8g#,8g#,f#,8e,8p,8b4,8c#,8e,8c#,8f#,8p,8e,p,8g#,8g#,8g#,8f#,8p,8e,8p,8b4,8c#,8e,8c#,8f#,p,8e,8f#,8g#,8g#,8g#,8f#,8p,8e,8p,8b4,8c#,8e,8c#,8f#,8p,8e,p,8g#,8b,8c#6,8f#,8p,8e.,8p,8b4,8c#,8e,8c#,2f#
